external_id,sensor_id,label,location,parameter,parameter_unit,instrument,data_owner,measurement_type,gap_tolerance
6c647b4a12a546a194a8a0b6e697a843,60504,Beech_Pure_10_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
3c1c41f35bd348939f1af11bcc7fea70,60504,Beech_Pure_10_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
7f257a38b3b2431f85285620ef356f7b,60504,Beech_Pure_10_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
46ab9d09974843febd66d04efd0ef919,60504,Beech_Pure_10_prePulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
a057ec3410c741fb8f124a624b355bd3,60504,Beech_Pure_10_prePulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e6222e75d3134a39befc14fb01fa4c61,30075,Beech_Pure_11_Dendrometer,Ecosense_BeechPlot,StemRadialVar_Volt,mV,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
718a8c2df1d4411fac1fffc7423c63f0,30075,Beech_Pure_11_Dendrometer_in_mm,Ecosense_BeechPlot,StemRadialVar,mm,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
00fe94949a25495fad09b84b133b3e61,30075,Beech_Pure_11_Dendrometer_in_µm,Ecosense_BeechPlot,StemRadialGrowth,um,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
0d374bb60b6a423e9f8ef0c8867d5b7f,30075,Beech_Pure_11_Dendrometer_in_µm,Ecosense_BeechPlot,TreeWaterDeficit,um,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
d4b92a28a7384c5cb53cf75e3747b89c,60492,Beech_Pure_11_ImplexxDiagnostic,Ecosense_BeechPlot,Diagnosticcode,None,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
fc75c80f62bf47898901bb8522674953,60492,Beech_Pure_11_PulseEnergyPerUnitLength,Ecosense_BeechPlot,PulseEnergy,J/m,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
2a985caf81fd4d5ebc460c3c65a16dde,60492,Beech_Pure_11_TimeToMaxTempAtInnerThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e392ff50ade94ef49bc558e4863dafc3,60492,Beech_Pure_11_TimeToMaxTempAtInnerThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
a0fcad1525914377badbc52b832dbe74,60492,Beech_Pure_11_TimeToMaxTempAtOuterThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
d75c84bde6884b6eb4aff8efbe17ee26,60492,Beech_Pure_11_TimeToMaxTempAtOuterThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
1990615a4c1044debe0fb99597cb226d,60492,Beech_Pure_11_deltaTmaxDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
1d02cb48d4eb4bc6a0d1cf17b0769c03,60492,Beech_Pure_11_deltaTmaxDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
39eb1d85d14944a5a7e634fc4f9d8cec,60492,Beech_Pure_11_deltaTmaxUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
d760d062c0f648d98b1995e2404ec656,60492,Beech_Pure_11_deltaTmaxUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
31d0ee0f38944f0e8059e1a6a338f3ee,60492,Beech_Pure_11_postPulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
5632ff34c8804abcafbba3d37b85b21b,60492,Beech_Pure_11_postPulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
7e355fa4c5084e7692c19e5eac635cc1,60492,Beech_Pure_11_postPulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
1a11e6e497db466694319f282e7aceee,60492,Beech_Pure_11_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
cd025d3eafb243e5a6bc412303c82431,60492,Beech_Pure_11_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
ce12e569fe1a409a83b27cb3057f3f4e,60492,Beech_Pure_11_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
02565d80d1514f2398509eabdb172425,60492,Beech_Pure_11_prePulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
5453a078fb824a21b9362e42ca85cc81,60492,Beech_Pure_11_prePulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
f00e6b0b7e9d42a288c0a88981c3a9d0,30076,Beech_Pure_12_Dendrometer,Ecosense_BeechPlot,StemRadialVar_Volt,mV,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
f77660ce15f04cc68ef5f1ff83ddd255,30076,Beech_Pure_12_Dendrometer_in_mm,Ecosense_BeechPlot,StemRadialVar,mm,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
a62e3461a5ac4ce49645be57adb4a058,30076,Beech_Pure_12_Dendrometer_in_µm,Ecosense_BeechPlot,StemRadialGrowth,um,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
5ce21212a1944be48b76cf784a6d0502,30076,Beech_Pure_12_Dendrometer_in_µm,Ecosense_BeechPlot,TreeWaterDeficit,um,Dendrometer (self-build),StefanieDumberger_A3,Selected Value,PT60M
e9cefa61840e457cba6a669f2ed2f595,60503,Beech_Pure_12_ImplexxDiagnostic,Ecosense_BeechPlot,Diagnosticcode,None,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
ab9eecce424a4ce59fbbc4da4e3f72c7,60503,Beech_Pure_12_PulseEnergyPerUnitLength,Ecosense_BeechPlot,PulseEnergy,J/m,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
92075d1cb66e4420bd3a3260dc0e6884,60503,Beech_Pure_12_TimeToMaxTempAtInnerThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
2c27f5bc49754304b237ea9f985e0e2b,60503,Beech_Pure_12_TimeToMaxTempAtInnerThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
1b32fdb3734748e7ab2a315e66b7c572,60503,Beech_Pure_12_TimeToMaxTempAtOuterThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
147c5c8a1fe04621b2ffc9b4df6c447d,60503,Beech_Pure_12_TimeToMaxTempAtOuterThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
69d429d7fbeb43deb8f2c53281a50703,60503,Beech_Pure_12_deltaTmaxDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
4de8a3c601754bf3aeef76299e5d4bdd,60503,Beech_Pure_12_deltaTmaxDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e0efdf125d3547e98f259c1a41db50fe,60503,Beech_Pure_12_deltaTmaxUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
ed66f24a311d446885f3a4b05421437f,60503,Beech_Pure_12_deltaTmaxUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
05a7bc80359c4f19b57de8550677ab8a,60503,Beech_Pure_12_postPulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
fb6f48c53f764fa4933ca378f52e37fe,60503,Beech_Pure_12_postPulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
469956bd48644fa5ba8494dec21349f2,60503,Beech_Pure_12_postPulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
489c7d6fa2e14c3ba1925474d1b09cb7,60503,Beech_Pure_12_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
daa27289f28f4dc8839715d58ef4c936,60503,Beech_Pure_12_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
f7ed320a333241f7bdda7b15968d2fa7,60503,Beech_Pure_12_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
c4d676529d6f4bbf929037a7c84456a9,60503,Beech_Pure_12_prePulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
f26325dd987644e788691093f3dd1d3a,60503,Beech_Pure_12_prePulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
65ff4be9b96b4702bb10ca3a469430f1,60505,Beech_Pure_13_ImplexxDiagnostic,Ecosense_BeechPlot,Diagnosticcode,None,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
9a8ea672bae54a79b6a8d810d8542067,60505,Beech_Pure_13_PulseEnergyPerUnitLength,Ecosense_BeechPlot,PulseEnergy,J/m,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
3e46df6c1275402f87ce424847ec1dfc,60505,Beech_Pure_13_TimeToMaxTempAtInnerThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
8fc7c456141d4cc9a1fd2413e752b224,60505,Beech_Pure_13_TimeToMaxTempAtInnerThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
9b4e82f6b8e244d99b33f65831bef916,60505,Beech_Pure_13_TimeToMaxTempAtOuterThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
9c81fd79e2ca4f73bd6ab707f1df3948,60505,Beech_Pure_13_TimeToMaxTempAtOuterThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
f794c503e61341ac89fd362c1c577585,60505,Beech_Pure_13_deltaTmaxDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
b6cd5729d45341cfbafeb88ac8640985,60505,Beech_Pure_13_deltaTmaxDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
988e122cde2e4ed8b1e334385fc7c2d5,60505,Beech_Pure_13_deltaTmaxUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e92bb88cdbb14b34ae72509376fc81e6,60505,Beech_Pure_13_deltaTmaxUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
1d42e901ebd147f7aefb0045bf5394b9,60505,Beech_Pure_13_postPulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
55c81b1803c643378e4285e22008b5ed,60505,Beech_Pure_13_postPulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
4bdd9db9aebf476e83fccb158b029354,60505,Beech_Pure_13_postPulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
db4260dde37b4644a38b9ffd3f85b13c,60505,Beech_Pure_13_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e9e133386c2744768a6bd3bb700a31ba,60505,Beech_Pure_13_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
0b98e6b22215473bb01faa66b2ee0897,60505,Beech_Pure_13_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
227295a3064543b0b5f7e46b7915fe11,60505,Beech_Pure_13_prePulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
d75dca392f5f4c25a09955dbf987ef19,60505,Beech_Pure_13_prePulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
f09026d7ab534115bfae85a08a94a5a6,60498,Beech_Pure_14_ImplexxDiagnostic,Ecosense_BeechPlot,Diagnosticcode,None,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
b5021b6e1efd4def9b095bf74384c49f,60498,Beech_Pure_14_PulseEnergyPerUnitLength,Ecosense_BeechPlot,PulseEnergy,J/m,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
7a96bd5f411f470aaba717bf493e7c11,60498,Beech_Pure_14_TimeToMaxTempAtInnerThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
cad1a63cf7a04cfebb7fe09bf5b081ea,60498,Beech_Pure_14_TimeToMaxTempAtInnerThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
8f725d91b48f40f29466e5a4a9b85f61,60498,Beech_Pure_14_TimeToMaxTempAtOuterThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
238712d861734832ae8373ebf1fb12a0,60498,Beech_Pure_14_TimeToMaxTempAtOuterThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
279a4252849d40bd915e4170a2fb8502,60498,Beech_Pure_14_deltaTmaxDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e2b6c9dc45a74e2f9191626b18128ec6,60498,Beech_Pure_14_deltaTmaxDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
9bc928e47a7a42ad9cc81ddc814932c7,60498,Beech_Pure_14_deltaTmaxUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
e10c532da6ef4892a9b00963c05d6ac3,60498,Beech_Pure_14_deltaTmaxUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
10f7e51725f94e199b7ea9a10fc8f61e,60498,Beech_Pure_14_postPulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
8a064333d74e409cb293b9336f6487cb,60498,Beech_Pure_14_postPulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
131bec9797594b578a3cdaa2117a4204,60498,Beech_Pure_14_postPulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
257f4398dead40b383c0f91ab9821a03,60498,Beech_Pure_14_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
665ee35400354f36a7ed676178430d03,60498,Beech_Pure_14_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
d291a835d27d47ceb2f95ab728411124,60498,Beech_Pure_14_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
9187592a5ce244cbb8945bc676d1c633,60498,Beech_Pure_14_prePulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
2ebae6ea019244baa3b9522e7c322046,60498,Beech_Pure_14_prePulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
0105a7b3c4004d99b6efec8f32f7ac97,60499,Beech_Pure_15_ImplexxDiagnostic,Ecosense_BeechPlot,Diagnosticcode,None,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
2c8fbc98566943ae85483712da907af5,60499,Beech_Pure_15_PulseEnergyPerUnitLength,Ecosense_BeechPlot,PulseEnergy,J/m,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
37183115059740d19894e2c755258c05,60499,Beech_Pure_15_TimeToMaxTempAtInnerThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
b8294760126f4144b247a3d71d815c5f,60499,Beech_Pure_15_TimeToMaxTempAtInnerThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
416581e5b94c42eda49bfd5d8bc9ab0c,60499,Beech_Pure_15_TimeToMaxTempAtOuterThermistor,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
aa013dc4fab042f4aa9762b059c732c4,60499,Beech_Pure_15_TimeToMaxTempAtOuterThermistorUpstream,Ecosense_BeechPlot,Duration,s,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
2503399ce2c34566b256773663eea2b2,60499,Beech_Pure_15_deltaTmaxDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
ec007aeb9625412db8179483e000f1ff,60499,Beech_Pure_15_deltaTmaxDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
25df2f3b5b8f434e8e2864a10506f27d,60499,Beech_Pure_15_deltaTmaxUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
8e5ec169f39e43eca29605934dcbafb8,60499,Beech_Pure_15_deltaTmaxUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
603d8f80d8cb4cba84a66a24937acb34,60499,Beech_Pure_15_postPulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
77613e35e530486d99e8f459bf8fb886,60499,Beech_Pure_15_postPulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
8b3570ca55cc40118e22d5ff71589d14,60499,Beech_Pure_15_postPulseUpstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
3794d4bc9ca947bc90bd1564595c8804,60499,Beech_Pure_15_postPulseUpstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
d845b600902440e59d5946784f920406,60499,Beech_Pure_15_prePulseDownstreamInner,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
5c705326c6cc4e3c81fdacd374f608a9,60499,Beech_Pure_15_prePulseDownstreamOuter,Ecosense_BeechPlot,Temperature,degC,Implexx Sap Flow Sensor,LeaDedden_A2_StefanieDumberger_A3,Selected Value,PT60M
